Employee_ID,Department,Job_Level,Years_of_Experience,Training_Hours,Monthly_Working_Hours,Projects_Completed,Average_Task_Completion_Time,Absence_Days,Engagement_Score,Monthly_Productivity_Score
EMP01043,Finance,Senior,13.6,49.3,182.6,8,6.18,2,60.4,73.41
EMP01044,Finance,Manager,19.7,62.7,189.8,14,5.84,3,63.4,91.14
EMP01045,Sales,Mid,4.9,25.5,179.6,5,9.34,7,64.9,47.88
EMP01046,Engineering,Mid,6.0,39.7,162.8,4,10.53,4,63.6,64.83
EMP01047,Engineering,Mid,4.4,33.6,165.7,3,9.42,2,69.9,58.11
EMP01048,Operations,Junior,4.0,32.0,183.7,4,11.75,2,58.2,46.98
EMP01049,Operations,Junior,0.8,52.4,185.1,1,6.42,2,51.6,41.03
EMP01050,Engineering,Mid,5.4,47.0,177.0,3,11.7,1,92.2,65.43
EMP01051,Finance,Mid,2.5,19.8,176.8,4,9.0,5,57.3,47.01
EMP01052,Sales,Mid,8.0,47.3,175.7,4,9.76,7,34.9,46.03
EMP01053,Engineering,Lead,16.7,20.9,178.8,5,8.57,2,91.4,79.32
EMP01054,Sales,Junior,0.4,51.2,185.0,2,8.38,5,51.8,40.3
EMP01055,Engineering,Junior,0.3,70.0,183.8,4,12.26,2,80.8,64.46
EMP01056,Finance,Junior,1.2,57.9,175.3,0,11.16,1,54.8,49.33
EMP01057,Customer_Support,Junior,0.0,53.7,174.3,3,12.76,3,64.8,46.13
EMP01058,Engineering,Mid,3.9,39.1,173.8,6,9.49,3,69.4,54.76
EMP01059,Marketing,Lead,13.5,40.0,164.1,8,7.33,6,76.0,71.97
EMP01060,Finance,Lead,20.2,47.4,163.9,7,5.36,5,60.4,74.01
EMP01061,Customer_Support,Senior,8.4,50.0,182.6,6,7.41,8,50.1,66.47
EMP01062,Marketing,Mid,4.9,45.5,165.0,3,9.15,5,67.1,59.23
EMP01063,Engineering,Junior,1.9,54.3,186.4,4,10.83,3,65.4,61.0
EMP01064,Marketing,Mid,5.6,27.3,174.3,5,10.19,2,40.8,45.84
EMP01065,Engineering,Mid,3.7,36.0,186.5,3,7.99,7,62.8,48.69
EMP01066,Customer_Support,Lead,17.6,49.6,183.9,5,6.62,0,92.4,87.01
EMP01067,Engineering,Mid,4.5,59.6,186.8,5,9.61,4,48.1,46.86
EMP01068,Finance,Junior,0.0,52.4,168.3,4,7.26,2,65.9,55.92
EMP01069,Sales,Junior,1.7,73.2,180.7,1,11.24,2,59.1,48.07
EMP01070,HR,Junior,0.0,58.6,185.3,4,9.91,2,88.0,53.53
EMP01071,Operations,Lead,19.6,35.5,153.3,11,6.49,3,46.7,82.58
EMP01072,Marketing,Junior,1.0,32.7,198.8,0,12.17,1,65.2,41.61
EMP01073,HR,Junior,2.2,72.6,206.7,0,8.56,1,74.2,55.0
EMP01074,Customer_Support,Junior,4.0,62.6,188.3,8,8.49,4,55.8,59.39
EMP01075,Operations,Lead,19.8,66.0,186.3,3,3.24,2,50.8,73.67
EMP01076,Engineering,Mid,4.5,79.5,183.2,4,9.17,7,69.7,60.1
EMP01077,Marketing,Senior,9.2,23.7,170.5,10,9.8,2,60.3,64.31
EMP01078,HR,Mid,2.7,27.7,173.5,3,6.57,4,62.3,54.47
EMP01079,Marketing,Junior,0.2,8.1,188.5,1,8.77,2,75.2,50.2
EMP01080,Engineering,Lead,13.5,52.8,161.4,9,7.54,2,74.8,88.51
EMP01081,Engineering,Junior,1.3,60.8,160.1,3,9.42,2,76.6,57.35
EMP01082,Customer_Support,Junior,0.6,52.5,169.4,2,9.53,5,62.0,44.28
EMP01083,Customer_Support,Mid,5.4,28.6,184.2,5,9.35,3,69.5,52.14
EMP01084,Operations,Junior,0.5,49.7,162.9,2,12.74,4,75.7,49.56
EMP01085,Customer_Support,Junior,0.6,53.8,171.8,3,10.22,5,54.6,38.96
EMP01086,Finance,Lead,15.6,50.7,173.5,11,7.35,3,72.8,88.45
EMP01087,Operations,Mid,2.0,51.1,160.8,4,10.29,3,44.4,50.46
EMP01088,Operations,Junior,2.5,61.0,140.8,0,7.17,6,33.0,39.81
EMP01089,HR,Mid,8.0,45.1,160.6,3,9.23,0,87.9,57.72
EMP01090,HR,Senior,5.0,60.7,178.7,7,6.69,1,62.0,61.41
EMP01091,Engineering,Junior,0.9,60.5,181.8,6,10.16,4,73.0,56.31
EMP01092,Finance,Junior,4.0,33.2,181.9,0,11.22,4,48.3,34.48
EMP01093,Engineering,Senior,7.9,63.8,183.5,5,7.85,2,54.7,76.74
EMP01094,Engineering,Senior,9.5,61.4,166.2,5,9.72,2,61.4,68.81
EMP01095,Marketing,Manager,15.8,42.0,163.2,12,4.21,4,71.7,84.1
EMP01096,HR,Mid,6.1,51.2,180.3,5,9.43,6,59.8,50.97
EMP01097,Engineering,Junior,2.0,75.9,172.0,2,10.37,4,66.0,60.51
EMP01098,Operations,Mid,5.8,22.5,187.7,6,5.31,3,51.1,62.71
EMP01099,Operations,Senior,7.9,61.6,180.3,5,9.16,5,74.0,58.63
EMP01100,Sales,Junior,0.3,43.9,193.0,4,6.02,1,72.4,60.71
EMP01101,Sales,Mid,2.0,63.4,168.5,7,9.85,4,56.2,54.79
EMP01102,Engineering,Junior,1.1,52.8,189.9,4,10.71,2,78.2,58.04
EMP01103,Operations,Lead,17.1,20.4,203.5,5,6.2,2,57.1,63.2
EMP01104,Operations,Lead,9.4,31.6,175.8,8,8.11,7,55.9,62.89
EMP01105,Sales,Mid,2.9,62.3,182.0,6,12.65,5,61.4,48.8
EMP01106,Operations,Manager,19.7,31.8,162.0,8,5.31,2,67.7,86.86
EMP01107,Sales,Manager,15.6,25.7,187.5,11,5.01,5,51.3,74.02
EMP01108,Engineering,Junior,0.5,41.6,190.8,7,13.02,3,76.0,63.81
EMP01109,Customer_Support,Mid,7.3,56.6,168.1,7,9.13,4,88.0,66.01
EMP01110,Engineering,Senior,7.5,69.3,183.2,7,10.1,4,72.2,63.79
EMP01111,Sales,Junior,2.5,18.9,178.9,2,7.58,2,62.4,43.93
EMP01112,HR,Mid,8.0,89.0,180.5,6,5.28,1,65.0,65.04
EMP01113,Marketing,Junior,0.0,54.1,186.4,1,8.98,4,69.7,50.74
EMP01114,Customer_Support,Manager,18.6,43.7,182.3,9,5.94,2,38.7,68.75
EMP01115,Customer_Support,Mid,6.9,40.5,173.1,3,8.15,1,78.4,57.28
EMP01116,Sales,Senior,10.0,42.9,186.7,2,7.36,7,73.8,61.81
EMP01117,Sales,Mid,6.6,49.9,190.6,5,6.3,3,54.3,53.25
EMP01118,Operations,Junior,0.0,35.3,167.2,3,10.5,4,60.4,48.83
EMP01119,Engineering,Lead,9.5,26.9,175.0,7,7.44,3,63.3,73.37
EMP01120,Operations,Junior,0.8,68.8,150.2,2,6.99,4,63.6,49.29
EMP01121,Finance,Junior,2.3,27.7,183.2,4,9.43,4,63.7,43.69
EMP01122,Sales,Mid,5.5,53.6,192.1,2,8.88,5,64.7,50.49
EMP01123,Operations,Senior,13.5,37.4,171.4,5,9.08,1,47.7,57.72
EMP01124,Sales,Mid,2.8,32.6,176.9,8,8.69,1,56.2,52.55
EMP01125,HR,Junior,3.0,80.6,171.9,3,11.12,1,79.8,60.57
EMP01126,Marketing,Mid,6.5,32.7,169.6,5,10.13,3,57.6,54.39
EMP01127,Marketing,Junior,3.2,34.0,178.3,5,8.58,6,32.3,38.46
EMP01128,Finance,Junior,2.1,48.2,164.0,2,10.83,5,61.2,43.99
EMP01129,Finance,Mid,2.3,35.5,171.7,7,11.11,3,91.9,65.84
EMP01130,Customer_Support,Junior,1.4,51.1,162.3,1,11.51,2,68.2,52.22
EMP01131,Customer_Support,Junior,2.5,53.3,183.2,4,10.32,4,51.0,46.55
EMP01132,Marketing,Senior,9.4,46.5,178.3,8,8.01,5,63.4,64.64
EMP01133,Sales,Senior,12.4,41.1,169.0,3,5.82,4,70.2,61.52
EMP01134,Finance,Junior,0.1,40.5,175.5,2,11.82,5,41.9,35.38
EMP01135,Customer_Support,Mid,2.1,56.7,171.9,2,7.48,3,47.7,49.48
EMP01136,Engineering,Junior,0.0,49.3,191.0,5,9.93,5,74.8,59.16
EMP01137,HR,Manager,28.1,27.6,168.8,3,6.35,0,85.1,85.49
EMP01138,HR,Junior,2.0,73.2,183.9,1,8.48,3,60.7,48.21
EMP01139,Sales,Junior,0.3,49.2,165.1,0,10.11,0,80.8,41.34
EMP01140,Finance,Mid,2.0,63.4,186.4,6,7.32,4,53.9,61.89
EMP01141,Engineering,Junior,1.4,69.4,189.5,7,9.45,4,29.4,47.26
EMP01142,Operations,Junior,1.6,70.3,190.2,2,8.54,2,68.9,54.35
EMP01143,Operations,Junior,1.8,61.4,195.6,2,8.8,3,66.5,44.25
EMP01144,Operations,Senior,10.9,43.0,179.1,10,8.73,2,68.8,72.36
EMP01145,HR,Senior,12.3,42.0,192.3,3,8.66,5,74.4,66.86
EMP01146,Engineering,Senior,7.2,39.3,197.7,7,7.65,2,72.3,82.15
EMP01147,Finance,Senior,8.4,10.5,159.3,5,8.67,4,59.9,55.91
EMP01148,Operations,Mid,6.5,57.8,166.6,7,8.26,5,57.4,65.2
EMP01149,HR,Lead,8.8,42.7,154.1,5,7.38,5,60.5,68.27
EMP01150,Operations,Senior,8.4,55.4,189.9,7,6.67,4,55.2,63.44
EMP01151,Sales,Lead,13.6,37.2,153.9,7,6.48,5,40.3,63.41
EMP01152,Operations,Senior,10.6,53.0,150.1,6,5.22,3,45.4,59.61
EMP01153,Sales,Mid,4.4,26.3,159.6,4,12.14,1,60.0,45.26
EMP01154,Sales,Junior,2.6,33.5,150.7,0,11.48,6,35.1,22.48
EMP01155,Marketing,Mid,4.7,9.9,178.8,4,12.58,4,39.9,36.72
EMP01156,Sales,Junior,2.5,49.0,159.8,0,11.4,3,58.0,28.09
EMP01157,Sales,Mid,4.5,35.4,151.3,6,9.61,7,60.5,52.65
EMP01158,Sales,Junior,1.7,37.4,174.4,4,6.86,1,58.2,57.89
EMP01159,HR,Junior,1.0,56.0,175.2,4,11.48,2,37.4,42.35
EMP01160,Operations,Manager,18.5,28.6,148.8,10,8.06,3,78.6,82.49
EMP01161,Sales,Senior,11.4,21.5,165.0,4,6.28,1,44.8,54.39
EMP01162,Finance,Mid,2.2,85.2,174.0,1,10.29,2,53.2,59.63
EMP01163,Operations,Mid,3.2,46.4,170.0,4,9.58,0,44.9,53.47
EMP01164,Sales,Mid,3.3,30.8,170.4,4,9.26,4,77.6,50.05
EMP01165,Sales,Lead,12.7,29.0,191.5,7,8.11,4,67.1,79.94
EMP01166,Operations,Senior,9.4,40.4,205.1,5,8.81,3,54.3,66.54
EMP01167,Operations,Senior,11.6,40.4,170.6,7,6.45,1,53.5,61.43
EMP01168,Marketing,Mid,2.0,66.5,156.5,7,10.9,6,66.2,61.63
EMP01169,Operations,Mid,3.5,45.8,171.7,3,7.29,3,45.0,47.49
EMP01170,Sales,Senior,7.3,70.8,177.7,5,9.13,3,66.6,55.46
EMP01171,Engineering,Manager,13.8,28.5,174.3,6,7.25,3,63.4,71.63
EMP01172,Finance,Mid,2.3,53.4,183.5,5,8.44,3,69.2,64.53
EMP01173,Engineering,Mid,5.7,62.3,206.0,3,10.77,0,75.8,67.49
EMP01174,Finance,Mid,5.8,64.9,151.0,6,6.36,3,55.9,75.2
EMP01175,Marketing,Mid,2.0,66.7,167.9,8,9.91,5,39.4,54.61
EMP01176,Finance,Manager,12.2,30.9,196.6,5,7.33,0,60.0,64.79
EMP01177,HR,Senior,11.7,42.9,167.7,10,10.04,3,48.6,61.23
EMP01178,Engineering,Mid,3.9,9.8,186.1,3,10.19,1,70.9,54.19
EMP01179,Engineering,Mid,8.0,44.1,183.8,8,5.58,3,66.9,71.21
EMP01180,Engineering,Mid,2.5,63.4,192.3,3,8.81,3,62.9,57.54
EMP01181,Finance,Junior,1.6,64.5,201.8,1,12.2,1,47.5,45.01
EMP01182,Sales,Mid,5.4,45.7,179.7,4,8.83,2,76.2,66.67
EMP01183,Sales,Lead,8.3,64.5,150.6,7,6.39,5,56.6,69.98
EMP01184,Sales,Senior,12.0,37.2,165.2,3,7.7,4,90.2,59.2
EMP01185,Sales,Junior,0.8,40.3,205.6,5,12.39,3,62.4,49.52
EMP01186,Operations,Senior,11.0,36.0,155.2,7,6.72,2,64.2,58.94
EMP01187,Engineering,Senior,9.4,26.2,182.0,4,6.67,3,70.5,64.9
EMP01188,Customer_Support,Junior,1.3,60.3,139.8,2,9.65,2,62.1,53.01
EMP01189,Sales,Senior,11.1,47.3,156.1,6,6.99,2,75.1,60.95
EMP01190,Finance,Senior,6.3,52.1,187.4,10,9.6,5,76.3,82.74
EMP01191,HR,Lead,14.6,32.8,175.5,6,6.56,3,44.8,68.03
EMP01192,Engineering,Junior,4.0,50.1,169.7,5,10.08,2,80.3,63.54
EMP01193,Operations,Junior,1.7,18.3,163.6,4,12.19,3,66.0,37.51
EMP01194,Customer_Support,Mid,4.7,52.6,147.0,2,7.81,3,58.4,50.2
EMP01195,Operations,Junior,2.0,52.5,184.7,5,11.32,1,80.6,53.79
EMP01196,Engineering,Mid,6.7,30.5,171.0,4,10.13,1,91.0,62.78
EMP01197,Engineering,Senior,9.6,41.4,153.7,7,6.37,5,80.9,74.81
EMP01198,Finance,Junior,0.7,47.1,175.4,4,11.98,3,56.5,57.33
EMP01199,Engineering,Mid,5.1,73.5,183.1,10,7.36,3,55.7,75.08
EMP01200,Finance,Manager,19.6,19.1,172.2,12,3.97,2,72.1,91.05
EMP01201,Marketing,Mid,3.6,52.0,176.6,3,8.12,3,80.3,62.33
EMP01202,Marketing,Mid,4.6,30.6,175.5,4,8.03,3,39.7,46.61
EMP01203,Operations,Mid,4.7,38.6,165.1,4,8.66,3,73.0,59.45
EMP01204,Finance,Junior,2.7,55.2,175.8,3,8.22,2,59.9,47.24
EMP01205,Sales,Junior,2.4,47.8,185.3,3,10.61,4,40.3,43.99
EMP01206,Sales,Senior,9.9,42.9,189.5,9,7.88,5,67.6,63.3
EMP01207,Marketing,Mid,4.3,52.0,186.1,4,9.46,2,74.9,59.19
EMP01208,HR,Junior,2.4,43.6,165.5,2,10.76,2,61.8,50.2
EMP01209,Engineering,Junior,1.8,64.3,183.9,0,12.03,6,57.3,51.72
EMP01210,HR,Lead,13.6,34.4,181.5,10,6.59,2,86.5,74.77
EMP01211,Finance,Junior,2.7,49.5,165.1,0,8.91,3,55.0,38.86
EMP01212,Operations,Senior,5.0,48.4,168.5,3,9.87,5,73.9,56.89
EMP01213,Marketing,Mid,2.0,50.4,184.5,5,11.28,2,45.8,53.15
EMP01214,Engineering,Mid,7.0,56.7,194.3,2,8.93,1,75.0,61.03
EMP01215,Engineering,Junior,3.0,55.8,149.6,5,9.83,4,74.7,58.65
EMP01216,Marketing,Junior,1.8,58.0,198.0,6,9.6,1,74.5,60.88
EMP01217,Engineering,Mid,6.6,42.1,191.3,5,8.01,3,87.9,70.27
EMP01218,Marketing,Senior,10.4,27.0,177.8,3,7.44,2,54.2,58.42
EMP01219,Finance,Junior,1.4,29.6,171.6,7,9.84,2,69.2,57.05
EMP01220,Sales,Mid,2.4,21.9,180.5,8,10.39,3,45.6,58.35
EMP01221,Sales,Mid,3.9,73.4,166.0,7,10.43,7,45.5,51.61
EMP01222,Engineering,Junior,2.6,17.8,172.5,5,8.5,4,63.1,59.6
EMP01223,Operations,Mid,4.0,64.9,154.3,2,9.33,5,64.9,50.73
EMP01224,Finance,Junior,0.4,38.7,150.6,3,9.09,1,83.1,52.55
EMP01225,Sales,Mid,2.2,64.8,207.7,9,9.13,2,84.3,70.28
EMP01226,Operations,Junior,0.6,18.0,175.9,4,10.25,2,55.7,35.59
EMP01227,HR,Mid,2.0,43.5,177.9,11,10.86,2,69.7,60.57
EMP01228,HR,Mid,3.2,68.8,174.6,1,9.16,0,77.3,54.49
EMP01229,Customer_Support,Mid,3.8,57.7,163.4,4,9.89,3,67.2,54.98
EMP01230,Sales,Mid,2.0,41.9,170.7,3,8.02,3,60.0,58.8
EMP01231,Engineering,Lead,18.7,9.9,176.3,11,4.89,2,70.9,86.58
EMP01232,Marketing,Mid,4.9,27.2,172.2,6,8.75,5,62.7,52.13
EMP01233,Engineering,Lead,22.1,59.8,164.5,7,10.68,2,67.5,84.59
EMP01234,Finance,Junior,1.4,45.8,181.7,2,8.85,3,58.9,49.43
EMP01235,Engineering,Mid,6.8,45.9,177.6,4,9.06,2,68.6,68.07
EMP01236,Sales,Junior,0.0,55.3,180.5,2,10.72,6,57.1,46.36
EMP01237,Engineering,Mid,6.2,27.5,184.9,4,8.98,3,56.4,59.38
EMP01238,HR,Senior,5.3,49.1,172.6,7,7.87,4,76.4,70.09
EMP01239,Sales,Lead,15.8,32.7,172.6,14,7.67,2,68.2,89.57
EMP01240,Sales,Mid,4.2,51.4,195.8,5,7.94,1,84.5,70.41
EMP01241,Operations,Senior,7.7,34.3,161.8,3,8.9,0,64.4,62.23
EMP01242,Engineering,Junior,2.5,27.4,148.8,2,8.98,1,65.0,55.01
EMP01243,Engineering,Junior,0.3,44.6,182.8,2,11.5,3,62.5,47.77
EMP01244,Sales,Senior,9.1,52.6,166.2,5,5.67,3,62.6,62.16
EMP01245,Engineering,Junior,0.9,56.9,159.9,3,9.87,6,76.6,54.83
EMP01246,Engineering,Junior,1.2,51.5,187.4,2,8.42,2,67.1,52.96
EMP01247,Marketing,Manager,15.2,48.5,173.0,12,7.78,7,46.4,73.17
EMP01248,Engineering,Manager,20.2,31.9,157.3,7,7.1,4,61.1,86.8
EMP01249,Operations,Senior,6.8,43.8,202.1,6,4.82,7,60.2,64.16
EMP01250,Customer_Support,Mid,2.0,39.8,152.5,1,7.78,4,66.9,43.36
EMP01251,Sales,Lead,11.2,53.3,173.8,9,8.84,4,44.2,73.2
EMP01252,Sales,Junior,1.5,55.4,148.6,1,9.75,6,65.2,43.96
EMP01253,Sales,Mid,5.9,38.6,178.8,3,9.83,1,64.7,58.58
EMP01254,Marketing,Mid,4.8,24.7,166.0,3,9.1,4,58.6,48.76
EMP01255,Sales,Lead,16.6,55.6,186.5,9,7.0,3,55.0,79.38
EMP01256,Operations,Lead,14.0,27.8,174.8,7,8.52,6,51.2,66.74
EMP01257,Finance,Senior,9.2,44.1,193.9,4,6.49,1,64.7,68.32
EMP01258,Operations,Junior,1.1,86.3,169.0,5,9.38,5,73.5,53.65
EMP01259,Marketing,Mid,5.3,59.0,152.5,4,7.61,4,78.4,64.57
EMP01260,Customer_Support,Junior,1.4,75.2,178.3,4,10.33,1,44.5,48.96
EMP01261,Sales,Lead,13.0,30.9,171.5,6,5.45,3,59.8,64.59
EMP01262,HR,Junior,1.4,67.1,149.5,4,11.25,5,39.7,52.04
EMP01263,Engineering,Junior,1.0,51.4,160.2,3,9.26,5,71.3,61.18
EMP01264,Customer_Support,Senior,9.2,48.5,164.7,3,8.88,2,65.2,59.65
EMP01265,Marketing,Mid,8.0,77.3,196.8,7,7.64,4,82.9,77.81
EMP01266,Operations,Lead,10.6,34.8,184.9,9,8.75,5,38.6,62.73
EMP01267,Sales,Junior,0.6,51.3,170.1,3,11.73,0,48.9,39.99
EMP01268,Customer_Support,Lead,12.1,25.5,181.6,6,8.47,6,59.7,67.64
EMP01269,HR,Junior,2.8,64.3,146.4,2,8.52,4,46.6,40.26
EMP01270,HR,Junior,0.0,42.6,167.1,2,12.19,4,68.1,45.13
EMP01271,Customer_Support,Mid,2.9,62.3,180.6,3,10.36,2,65.5,50.04
EMP01272,Engineering,Junior,1.3,26.3,177.3,1,9.08,6,54.6,39.86
EMP01273,Engineering,Mid,2.0,55.2,167.4,11,9.91,2,71.6,72.55
EMP01274,Marketing,Junior,0.9,41.3,174.5,2,12.18,3,49.5,44.8
EMP01275,Sales,Junior,2.0,62.0,179.7,5,8.62,4,78.5,59.53
EMP01276,Engineering,Senior,6.5,42.8,174.9,5,7.25,1,72.5,70.86
EMP01277,Engineering,Junior,0.0,43.0,187.1,3,9.97,1,62.3,44.18
EMP01278,Sales,Senior,10.7,37.2,179.5,7,5.99,3,47.1,62.98
EMP01279,Operations,Senior,6.7,30.2,182.2,8,8.66,1,64.7,59.28
EMP01280,Marketing,Junior,0.9,63.6,199.0,7,11.05,3,80.3,62.06
EMP01281,Engineering,Senior,15.9,27.3,186.6,4,7.46,3,60.7,68.17
EMP01282,HR,Junior,1.4,47.0,199.4,5,8.94,6,60.7,50.76
EMP01283,HR,Mid,2.4,52.2,165.6,6,10.74,1,57.0,54.86
EMP01284,Marketing,Junior,2.8,75.2,152.7,2,9.52,2,82.7,59.37
EMP01285,Customer_Support,Lead,13.3,38.9,173.0,8,6.13,2,35.1,68.16
EMP01286,Customer_Support,Mid,5.5,43.4,171.8,7,9.39,2,73.4,63.55
EMP01287,Engineering,Mid,4.6,51.1,195.4,3,10.84,3,65.5,62.19
EMP01288,Engineering,Manager,10.9,4.0,159.2,5,6.41,1,69.1,62.52
EMP01289,HR,Mid,2.1,29.0,173.9,5,11.75,3,61.9,45.99
EMP01290,Marketing,Lead,17.2,33.4,180.7,7,6.8,5,66.9,77.55
EMP01291,HR,Senior,8.7,32.3,176.4,6,8.41,2,57.2,62.01
EMP01292,Finance,Manager,22.5,11.0,172.6,9,5.76,2,75.7,83.68
EMP01293,Marketing,Lead,16.0,51.9,180.0,8,6.08,4,77.2,84.72
EMP01294,Engineering,Manager,13.7,38.9,190.1,5,5.06,2,58.2,80.63
EMP01295,Engineering,Junior,1.9,53.1,196.5,4,12.62,4,78.0,53.03
EMP01296,Engineering,Senior,5.5,32.6,175.5,4,7.03,7,65.7,59.43
EMP01297,Sales,Lead,21.3,40.2,163.6,11,7.86,4,62.6,73.45
EMP01298,Sales,Senior,6.0,50.7,196.5,8,11.03,1,80.3,69.99
EMP01299,Finance,Junior,0.1,47.0,159.9,6,9.14,2,54.9,52.36
EMP01300,Engineering,Manager,19.2,41.7,200.1,6,6.93,0,81.1,83.77
EMP01301,Engineering,Junior,0.9,39.1,193.8,1,10.99,3,75.5,48.82
EMP01302,Marketing,Mid,2.0,48.5,195.9,2,10.49,5,61.7,49.48
EMP01303,Finance,Mid,3.8,64.1,184.6,5,8.38,4,67.4,66.32
EMP01304,Engineering,Junior,2.6,69.5,145.4,6,9.24,5,73.0,59.55
EMP01305,Operations,Senior,12.4,62.9,160.5,7,8.84,5,46.1,57.52
EMP01306,Customer_Support,Junior,0.1,55.3,179.3,3,7.84,4,50.7,51.61
EMP01307,Marketing,Senior,7.8,43.5,165.5,5,5.56,3,51.5,65.56
EMP01308,Finance,Lead,16.7,32.3,170.6,10,6.91,3,59.7,73.55
EMP01309,Sales,Mid,2.0,19.9,183.6,4,9.34,0,78.1,60.2
EMP01310,Customer_Support,Senior,5.0,22.8,172.6,6,8.97,3,65.0,56.15
EMP01311,Engineering,Junior,1.4,48.5,157.9,3,8.94,6,52.8,52.55
EMP01312,Customer_Support,Lead,15.7,37.4,187.4,9,8.0,4,54.7,69.81
EMP01313,Marketing,Manager,17.3,56.2,182.2,7,7.52,5,66.8,71.06
EMP01314,Sales,Junior,1.5,70.7,171.5,1,10.17,5,70.9,45.12
EMP01315,Sales,Senior,11.6,32.7,185.0,3,5.97,1,54.2,57.04
EMP01316,Finance,Mid,5.5,59.3,176.3,2,10.49,4,48.2,46.43
EMP01317,Marketing,Mid,3.7,39.8,193.6,3,6.82,3,63.3,46.57
EMP01318,Sales,Senior,7.8,53.2,177.1,10,6.59,6,68.8,72.25
EMP01319,Finance,Mid,3.2,59.1,193.5,6,10.42,2,65.8,52.53
EMP01320,Operations,Senior,11.0,61.6,148.8,4,6.33,5,49.4,58.6
EMP01321,HR,Junior,1.0,43.6,181.4,4,8.98,3,87.1,46.81
EMP01322,HR,Mid,3.0,62.2,169.4,7,9.57,3,64.8,55.67
EMP01323,Sales,Lead,12.8,10.9,163.0,8,8.6,3,64.3,71.1
EMP01324,Operations,Junior,4.0,70.4,191.2,3,10.4,5,52.1,49.77
EMP01325,Engineering,Mid,5.0,46.6,187.4,9,10.95,4,83.3,67.97
EMP01326,Operations,Junior,1.0,50.9,146.9,2,9.38,4,66.9,48.22
EMP01327,Engineering,Lead,9.9,8.4,185.0,9,6.5,2,73.8,71.25
EMP01328,Marketing,Mid,4.6,41.2,183.3,8,7.36,3,50.2,64.99
EMP01329,Engineering,Mid,4.9,67.3,164.9,7,9.27,2,83.1,77.65
EMP01330,Sales,Junior,2.0,44.6,163.3,0,10.25,7,71.1,41.35
EMP01331,Operations,Mid,4.9,57.7,152.7,2,12.54,2,72.2,49.05
EMP01332,HR,Manager,27.6,35.5,170.3,10,5.74,2,66.4,78.98
EMP01333,Marketing,Mid,4.4,62.9,172.5,2,6.79,1,63.1,57.95
EMP01334,Customer_Support,Mid,2.4,49.9,186.2,3,11.07,3,55.8,50.44
EMP01335,Customer_Support,Senior,11.8,29.0,178.8,4,6.62,1,85.3,71.33
EMP01336,Operations,Mid,3.0,47.8,160.2,2,7.54,1,53.5,50.42
EMP01337,Engineering,Mid,3.7,71.0,178.3,10,10.73,6,55.8,58.95
EMP01338,Marketing,Mid,8.0,54.5,171.4,7,9.86,4,59.5,61.79
EMP01339,Operations,Junior,0.6,49.3,161.9,0,11.59,6,53.6,31.38
EMP01340,Engineering,Senior,9.8,76.8,152.7,4,7.2,0,85.1,84.08
EMP01341,Sales,Lead,11.7,56.4,183.7,10,10.57,3,45.7,71.56
EMP01342,Operations,Lead,11.2,51.3,181.2,7,8.81,7,53.3,65.88
EMP01343,HR,Lead,8.0,43.8,182.8,6,6.65,1,68.3,72.0
EMP01344,Marketing,Mid,2.0,58.0,164.8,5,12.63,1,79.2,55.04
EMP01345,Customer_Support,Junior,2.1,62.4,177.4,4,10.66,1,66.6,47.92
EMP01346,Marketing,Senior,16.0,10.3,155.7,5,7.19,2,83.4,80.18
EMP01347,HR,Manager,19.9,40.9,161.2,7,5.18,5,70.1,76.74
EMP01348,Engineering,Senior,5.0,40.6,175.5,3,4.25,1,67.6,68.26
EMP01349,HR,Mid,3.7,39.5,178.7,3,10.35,2,76.3,56.29
EMP01350,Sales,Senior,6.5,40.1,152.2,4,7.67,7,45.6,51.47
EMP01351,Operations,Senior,8.2,19.7,160.2,11,7.97,2,39.5,62.77
EMP01352,Operations,Lead,10.0,11.9,169.9,10,7.56,0,71.7,83.59
EMP01353,Engineering,Senior,15.8,61.7,188.4,8,6.03,2,72.5,84.36
EMP01354,Engineering,Mid,4.7,53.9,163.6,4,9.87,1,81.6,67.72
EMP01355,Operations,Junior,2.5,14.8,177.0,6,8.62,1,49.8,46.57
EMP01356,Sales,Mid,3.9,38.4,178.4,3,7.01,3,77.4,57.9
EMP01357,Marketing,Mid,6.6,60.2,171.5,3,8.97,1,72.0,63.1
EMP01358,HR,Manager,28.7,30.8,178.8,13,3.92,4,65.6,100.0
EMP01359,Finance,Mid,3.9,65.7,156.2,2,6.51,5,65.5,63.2
EMP01360,Sales,Mid,4.0,62.7,165.8,6,7.52,1,66.2,48.52
EMP01361,Finance,Mid,6.1,26.6,195.1,4,9.18,4,52.7,45.68
EMP01362,Engineering,Senior,14.4,40.9,196.1,9,7.63,2,65.4,88.22
EMP01363,Marketing,Mid,8.0,40.3,186.8,10,10.63,1,68.0,66.16
EMP01364,Sales,Junior,0.8,30.2,190.4,4,11.68,3,56.9,42.32
EMP01365,HR,Lead,20.4,17.2,149.4,10,6.86,3,48.4,71.12
EMP01366,Marketing,Mid,7.3,34.9,161.7,8,7.79,4,67.5,58.88
EMP01367,Engineering,Mid,4.2,37.4,170.6,5,8.45,3,80.0,61.95
EMP01368,Sales,Junior,1.4,55.2,208.8,4,10.57,4,74.8,51.21
EMP01369,Engineering,Mid,4.4,62.7,170.6,6,10.57,3,76.4,64.0
